-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000447,0,0.007847,0.002197,0.050505,0.024777,0.148684,0.090221,0.223388,0.132179,0.165446,0.077451,0.05328,0.016197,0.00635,0.000875,0.000156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
